timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base,taker_buy_quote,ignore
1753653600000,0.0985700,0.0997800,0.0984500,0.0994900,32101511,1753655399999,3180489.4206400,17190,19030221,1886127.0006100,0
1753655400000,0.0994900,0.1002400,0.0989100,0.0997900,29091254,1753657199999,2900076.4061800,16452,16662390,1661515.1910000,0
1753657200000,0.0998000,0.1000800,0.0976600,0.0984600,35072027,1753658999999,3465404.3531100,21276,17844445,1764182.4390800,0
1753659000000,0.0984300,0.0988400,0.0979800,0.0986100,19071278,1753660799999,1876456.6576900,14968,11057463,1088097.0962300,0
1753660800000,0.0986000,0.0991700,0.0970500,0.0978400,56836500,1753662599999,5560285.8716100,30253,29847010,2921091.2963200,0
1753662600000,0.0978500,0.0980300,0.0940000,0.0941500,118359423,1753664399999,11282125.1109700,43864,47846250,4558774.8337400,0
1753664400000,0.0941400,0.0946300,0.0932600,0.0939700,49486781,1753666199999,4649634.4919700,24883,25002102,2350119.4755700,0
1753666200000,0.0939700,0.0948300,0.0931300,0.0935900,38962812,1753667999999,3659060.9236400,21134,20013400,1881194.2559000,0
1753668000000,0.0936200,0.0941300,0.0927400,0.0934000,35554331,1753669799999,3323363.1147200,18628,18477887,1727453.8080200,0
1753669800000,0.0934000,0.0948500,0.0932800,0.0945500,37579356,1753671599999,3542658.2848700,18344,22214062,2094499.9173500,0
1753671600000,0.0945600,0.0958900,0.0939500,0.0945600,50363349,1753673399999,4779860.0405400,21819,29439107,2794404.4669400,0
1753673400000,0.0945500,0.0945500,0.0930100,0.0932200,44837214,1753675199999,4201225.2973600,18972,20734921,1943650.7867900,0
1753675200000,0.0932000,0.0948700,0.0930800,0.0933200,41917505,1753676999999,3933858.1150100,22871,21752409,2042136.4725900,0
1753677000000,0.0933200,0.0941800,0.0923900,0.0927700,29770438,1753678799999,2779685.8224300,17134,13827270,1291753.6395600,0
1753678800000,0.0927600,0.0937600,0.0922700,0.0936500,38918135,1753680599999,3621471.8232200,18029,17614879,1639845.5704800,0
1753680600000,0.0936400,0.0947300,0.0933100,0.0942500,37574357,1753682399999,3539209.2594500,18248,19988783,1882862.8232500,0
1753682400000,0.0942500,0.0944600,0.0932400,0.0939200,34451599,1753684199999,3232291.2155500,18174,17795067,1669650.6785500,0
1753684200000,0.0939100,0.0944600,0.0930100,0.0930900,30874738,1753685999999,2888730.3497200,15602,16276785,1523417.8800400,0
1753686000000,0.0930800,0.0941200,0.0923400,0.0936800,72562598,1753687799999,6768290.7919800,25886,36293866,3387355.1205100,0
1753687800000,0.0936700,0.0944300,0.0933000,0.0939600,28279891,1753689599999,2654915.3286200,15881,13769719,1293262.9207500,0
1753689600000,0.0939500,0.0939500,0.0923100,0.0927600,52842095,1753691399999,4909475.3692200,24814,24928918,2315452.2592400,0
1753691400000,0.0927600,0.0937600,0.0909000,0.0935300,55188107,1753693199999,5111264.7070400,22577,23543212,2183091.8140500,0
1753693200000,0.0935400,0.0937900,0.0920400,0.0928200,40107736,1753694999999,3722457.8458300,21207,18061637,1675262.3068700,0
1753695000000,0.0928100,0.0933700,0.0922400,0.0923400,25384293,1753696799999,2357614.8592600,15648,10754890,999278.1228200,0
1753696800000,0.0923400,0.0927400,0.0914000,0.0923600,45406180,1753698599999,4179707.0841300,21942,20983660,1932195.9063800,0
1753698600000,0.0923800,0.0933000,0.0917800,0.0932000,24016965,1753700399999,2221746.3709200,13215,12758009,1180361.7413600,0
1753700400000,0.0931900,0.0939900,0.0931100,0.0935500,45799757,1753702199999,4285764.9695600,18723,25701390,2405617.5390500,0
1753702200000,0.0935500,0.0940000,0.0922000,0.0922900,33403887,1753703999999,3111788.2697600,14939,15360380,1431400.1366600,0
1753704000000,0.0922600,0.0924500,0.0916400,0.0922400,37780219,1753705799999,3475040.6201900,15669,19693562,1811563.2754600,0
1753705800000,0.0922500,0.0927700,0.0917400,0.0918800,25881656,1753707599999,2385629.1839800,13900,12430944,1146241.4286200,0
1753707600000,0.0918700,0.0920400,0.0905200,0.0915700,60919720,1753709399999,5558500.5654200,22534,27038131,2468102.7166100,0
1753709400000,0.0915700,0.0918400,0.0903800,0.0905400,40616621,1753711199999,3694984.8157900,17849,17556419,1598173.2347700,0
1753711200000,0.0905300,0.0920400,0.0902400,0.0919500,61898816,1753712999999,5655936.3157600,21524,31527591,2881306.6825900,0
1753713000000,0.0919400,0.0927100,0.0910500,0.0925400,47651673,1753714799999,4378953.4943100,20559,22201174,2040838.1105500,0
1753714800000,0.0925400,0.0931200,0.0920000,0.0930400,39464259,1753716599999,3648998.9217400,17763,20209399,1869048.3574500,0
1753716600000,0.0930400,0.0939100,0.0925600,0.0934500,49351971,1753718399999,4605355.7106800,19688,26443211,2468192.3320500,0
1753718400000,0.0934500,0.0934500,0.0876200,0.0896800,190586879,1753720199999,17094490.7405200,54026,83407135,7476738.5151500,0
1753720200000,0.0896600,0.0907600,0.0882900,0.0885700,77621733,1753721999999,6953735.9298100,27571,34103751,3057026.5527100,0
1753722000000,0.0885900,0.0926700,0.0883100,0.0915700,137946459,1753723799999,12559028.3743800,49152,71368107,6495670.6122700,0
1753723800000,0.0915900,0.0915900,0.0895800,0.0903000,53440137,1753725599999,4823194.3013600,23441,25537440,2305707.3903800,0
1753725600000,0.0903000,0.0916000,0.0890500,0.0895200,55952589,1753727399999,5041941.2841700,24964,28431557,2562307.9807200,0
1753727400000,0.0895300,0.0896500,0.0879400,0.0881500,47655933,1753729199999,4224696.1247900,21669,22195121,1967546.6885600,0
1753729200000,0.0881400,0.0896000,0.0879400,0.0893600,37569352,1753730999999,3334867.8855200,17031,21393351,1899260.2828500,0
1753731000000,0.0893400,0.0910500,0.0885200,0.0894700,51355330,1753732799999,4618535.3298100,20225,24609017,2214494.2653200,0
1753732800000,0.0894700,0.0907400,0.0886300,0.0886700,45515939,1753734599999,4081552.7360100,19279,22874408,2050417.5313300,0
1753734600000,0.0886500,0.0899900,0.0871700,0.0895000,75948814,1753736399999,6712649.6807600,25425,35894427,3171605.5836700,0
1753736400000,0.0894700,0.0895600,0.0875000,0.0884400,52376799,1753738199999,4630147.5489000,21340,26543240,2346736.6461300,0
1753738200000,0.0884600,0.0895000,0.0881600,0.0883700,28938879,1753739999999,2571818.8119400,12845,11878186,1054954.1637700,0
1753740000000,0.0883700,0.0888900,0.0865400,0.0872600,70959744,1753741799999,6207513.4178700,26123,35992783,3149148.4901000,0
1753741800000,0.0872500,0.0879600,0.0862200,0.0874400,48175640,1753743599999,4192781.9003500,21881,23100404,2009803.4300000,0
1753743600000,0.0874400,0.0906500,0.0870100,0.0905600,75419283,1753745399999,6733297.0920700,30627,36511783,3260708.6404400,0
1753745400000,0.0905800,0.0909000,0.0896000,0.0905100,44749421,1753747199999,4037584.7577600,22887,20515512,1851405.5822200,0
1753747200000,0.0905200,0.0915000,0.0895300,0.0899100,72994938,1753748999999,6607046.0909600,31843,33091281,2997120.3689000,0
1753749000000,0.0899200,0.0912100,0.0897300,0.0901500,68475990,1753750799999,6201014.8561800,28216,37454033,3393007.0243300,0
1753750800000,0.0901500,0.0908500,0.0895500,0.0906400,34621317,1753752599999,3125349.1600100,18888,15902549,1435388.1669500,0
1753752600000,0.0906400,0.0909400,0.0897500,0.0902600,30606929,1753754399999,2761339.5057500,16498,15551760,1403483.1627000,0
1753754400000,0.0902700,0.0908100,0.0897000,0.0900500,49078303,1753756199999,4430478.5078600,21938,23388644,2110988.4791000,0
1753756200000,0.0900500,0.0908800,0.0890400,0.0891700,42930547,1753757999999,3868410.4108300,21794,19697516,1775957.2645800,0
1753758000000,0.0891900,0.0906800,0.0889700,0.0903100,36652652,1753759799999,3289969.6874900,15940,17586804,1577880.9981700,0
1753759800000,0.0902900,0.0903700,0.0886800,0.0890000,39941543,1753761599999,3569323.7255900,17943,18428187,1646606.4027500,0
1753761600000,0.0890000,0.0904100,0.0886600,0.0893900,33127401,1753763399999,2965135.5003100,18286,16169456,1446458.2196900,0
1753763400000,0.0893800,0.0893800,0.0878200,0.0880300,30441273,1753765199999,2694955.1137500,15306,16216932,1435599.9630000,0
1753765200000,0.0880200,0.0891400,0.0868900,0.0870900,51835433,1753766999999,4554132.1133500,24525,26195395,2302153.9541900,0
1753767000000,0.0871000,0.0881600,0.0868800,0.0878200,25759260,1753768799999,2255176.7449500,16634,13533411,1184651.0978700,0
1753768800000,0.0878100,0.0879900,0.0866200,0.0868900,33245179,1753770599999,2902011.1972100,19397,17539891,1531331.5234300,0
1753770600000,0.0868900,0.0877900,0.0867700,0.0876000,34296724,1753772399999,2995643.9728300,16469,18892700,1650062.5028000,0
1753772400000,0.0875900,0.0899000,0.0870600,0.0888900,57892469,1753774199999,5132336.2044600,25484,30364061,2687724.7288500,0
1753774200000,0.0888900,0.0895000,0.0874300,0.0877900,51177218,1753775999999,4515783.0502600,22612,25093225,2214364.5162800,0
1753776000000,0.0878000,0.0880000,0.0855400,0.0857800,53766774,1753777799999,4666664.8685600,21562,27731190,2407933.5576000,0
1753777800000,0.0857800,0.0867600,0.0834300,0.0844500,110686299,1753779599999,9406361.6640700,37526,52556377,4470454.2606400,0
1753779600000,0.0844300,0.0853900,0.0838700,0.0848600,58660991,1753781399999,4971342.4743200,26557,31716202,2688417.2026300,0
1753781400000,0.0848600,0.0857500,0.0841000,0.0850500,34668576,1753783199999,2948124.0112000,19023,17435851,1481844.5435700,0
1753783200000,0.0850600,0.0853000,0.0828300,0.0829200,49790036,1753784999999,4169739.7712900,20542,22270267,1865988.4431800,0
1753785000000,0.0829300,0.0831400,0.0809100,0.0812700,72951846,1753786799999,5987465.7341500,24639,29915833,2458827.5289200,0
1753786800000,0.0812600,0.0825100,0.0812300,0.0820800,49830720,1753788599999,4081267.3382000,21256,28758239,2355547.6328200,0
1753788600000,0.0820700,0.0823900,0.0813100,0.0815100,31269360,1753790399999,2556413.7402100,17599,16081576,1314783.6797100,0
1753790400000,0.0815100,0.0823300,0.0811800,0.0820300,40330624,1753792199999,3291394.4158300,16967,19787534,1614722.3585600,0
1753792200000,0.0820200,0.0823900,0.0811900,0.0813600,32209531,1753793999999,2633976.0472200,16157,15425419,1261178.7757300,0
1753794000000,0.0813700,0.0822100,0.0804800,0.0808900,42304383,1753795799999,3436310.2155200,19413,20407914,1658537.5393000,0
1753795800000,0.0809000,0.0814400,0.0797300,0.0800100,71714823,1753797599999,5772562.8868700,25604,34505193,2779334.6385000,0
1753797600000,0.0800200,0.0801000,0.0785200,0.0791200,80365470,1753799399999,6357886.6090300,28528,34985313,2768119.4330700,0
1753799400000,0.0791000,0.0791000,0.0776100,0.0785000,69490419,1753801199999,5434762.0145500,25087,36323957,2840958.0269500,0
1753801200000,0.0785000,0.0809300,0.0784800,0.0804500,102173242,1753802999999,8170405.6689900,33166,56663220,4533036.1524000,0
1753803000000,0.0804300,0.0807000,0.0796000,0.0802300,46926881,1753804799999,3761994.3648600,19316,23209434,1861308.4829700,0
1753804800000,0.0802300,0.0812800,0.0797300,0.0807300,59797673,1753806599999,4817465.3390700,23834,30163868,2429690.0833500,0
1753806600000,0.0807300,0.0807300,0.0794900,0.0799400,52947840,1753808399999,4240422.2627200,17673,21039446,1685403.7431400,0
1753808400000,0.0799400,0.0809700,0.0793800,0.0805900,40003720,1753810199999,3199352.2731500,16195,22199991,1776048.8414800,0
1753810200000,0.0805900,0.0841200,0.0804500,0.0835700,73544315,1753811999999,6049389.5521700,25013,42723877,3511857.7306200,0
1753812000000,0.0835800,0.0839200,0.0816100,0.0821000,99920769,1753813799999,8277992.7507300,28453,44740146,3706365.3507000,0
1753813800000,0.0820800,0.0831800,0.0817300,0.0827200,30718969,1753815599999,2536338.9614900,15093,15343506,1267430.2801700,0
1753815600000,0.0827100,0.0833800,0.0824700,0.0828200,25895196,1753817399999,2146917.3770100,15706,12626897,1047230.5932300,0
1753817400000,0.0828100,0.0849700,0.0823800,0.0846800,51253766,1753819199999,4296075.1594100,22520,29466360,2471128.4784900,0
1753819200000,0.0846900,0.0852500,0.0830700,0.0837300,71996101,1753820999999,6054448.5335700,31388,35173215,2959762.4418300,0
1753821000000,0.0837200,0.0859700,0.0836100,0.0852700,57215403,1753822799999,4853886.6387500,23601,29986727,2544438.8652900,0
1753822800000,0.0852800,0.0859000,0.0837400,0.0845000,46555543,1753824599999,3944417.1102800,20313,22032839,1868085.4293100,0
1753824600000,0.0845200,0.0895400,0.0839700,0.0887600,71168341,1753826399999,6207581.3538900,25208,40718349,3549149.5892800,0
1753826400000,0.0887700,0.0937900,0.0886200,0.0907000,197946709,1753828199999,18116312.9365000,74112,98206443,8986697.9999200,0
1753828200000,0.0907100,0.0929500,0.0878800,0.0900800,123181321,1753829999999,11092561.2475100,49290,58493189,5268193.3813100,0
1753830000000,0.0900600,0.0901200,0.0877800,0.0896300,65636508,1753831799999,5827570.7911300,29749,31344129,2783359.1389400,0
1753831800000,0.0896300,0.0969700,0.0886800,0.0965100,160884820,1753833599999,14980446.5468400,62267,83455883,7760080.5002200,0
1753833600000,0.0965100,0.1039000,0.0955800,0.1002500,287277318,1753835399999,28594510.9121900,171415,142353628,14186140.9047800,0
1753835400000,0.1002500,0.1070300,0.0996600,0.1059100,251006303,1753837199999,26041345.0908100,146793,131808474,13679609.4381200,0
1753837200000,0.1059000,0.1081400,0.1016200,0.1060500,204287083,1753838999999,21369941.5398100,127866,99262571,10382420.8069500,0
1753839000000,0.1060400,0.1062900,0.1029400,0.1046500,143654495,1753840799999,15028395.2504700,92275,73861152,7730374.6649700,0
1753840800000,0.1046200,0.1098300,0.1035800,0.1088600,182837141,1753842599999,19559852.3678900,110926,89550981,9588067.0426300,0
1753842600000,0.1088600,0.1144400,0.1006400,0.1032300,470405877,1753844399999,50231278.6117400,230877,239413997,25586069.6137900,0
1753844400000,0.1033200,0.1050000,0.0951400,0.1002200,404579002,1753846199999,39975381.0617300,139081,196572592,19430441.7683200,0
1753846200000,0.1002100,0.1020700,0.0993600,0.1009100,170491504,1753847999999,17189679.1117900,69597,88468340,8926389.6908200,0
1753848000000,0.1008600,0.1026100,0.0976800,0.1007600,167469426,1753849799999,16738568.7389200,60664,86506025,8655095.7130400,0
1753849800000,0.1007600,0.1020400,0.0993400,0.0999900,110528674,1753851599999,11124948.3431700,50800,54820757,5519481.2658500,0
1753851600000,0.0999800,0.1003400,0.0953700,0.0979000,175636354,1753853399999,17160305.0169800,69745,75112300,7347156.9843500,0
1753853400000,0.0978700,0.0999500,0.0957500,0.0989400,102556460,1753855199999,10017923.6219800,48861,56572932,5530168.4197700,0
1753855200000,0.0989300,0.1007900,0.0968000,0.0978400,149741092,1753856999999,14755463.2410400,57337,69907218,6889874.0650700,0
1753857000000,0.0978400,0.1011800,0.0971300,0.0999600,100853159,1753858799999,9993679.8959900,40490,52671963,5219996.6349000,0
1753858800000,0.0999400,0.1007600,0.0974500,0.0981800,126656364,1753860599999,12478728.1782000,48749,67417437,6640736.1007900,0
1753860600000,0.0981600,0.0982800,0.0960400,0.0982300,85494160,1753862399999,8302627.6629400,35767,45122750,4381701.2684300,0
1753862400000,0.0982300,0.0996500,0.0971900,0.0987400,107066425,1753864199999,10535991.1448200,41346,46883727,4614257.5368300,0
1753864200000,0.0987600,0.1044300,0.0973800,0.1032700,209380331,1753865999999,21189579.8006700,83327,117894675,11946236.0079000,0
1753866000000,0.1032500,0.1037700,0.0976700,0.1014200,255025006,1753867799999,25691596.6820200,106222,129453970,13032429.2443700,0
1753867800000,0.1014200,0.1026800,0.0967200,0.0973100,183984296,1753869599999,18257701.7039800,77890,95885009,9514623.1319000,0
1753869600000,0.0973100,0.0996700,0.0958000,0.0989300,118837180,1753871399999,11635400.1212000,52081,61090779,5983919.2507500,0
1753871400000,0.0989300,0.1009700,0.0986900,0.0998000,113024240,1753873199999,11280079.2760600,46336,54521823,5442397.5856100,0
1753873200000,0.0998100,0.1026400,0.0980700,0.0983100,191697243,1753874999999,19175124.1899700,72279,96563671,9658497.2836400,0
1753875000000,0.0983400,0.1015300,0.0976400,0.1006800,149212485,1753876799999,14931809.1217000,59456,74822190,7487852.3018400,0
1753876800000,0.1006500,0.1008900,0.0976500,0.1007800,170697114,1753878599999,16964770.7616700,64025,84684030,8411693.8228300,0
1753878600000,0.1007800,0.1016900,0.0997000,0.1008500,119817771,1753880399999,12059187.5044300,49202,60714856,6108513.6875600,0
1753880400000,0.1008500,0.1020200,0.0981100,0.0997100,168483074,1753882199999,16882816.6121500,68707,89858023,8996744.7590500,0
1753882200000,0.0997300,0.1012300,0.0982400,0.1006200,141647446,1753883999999,14114503.1776100,54888,68157603,6787652.3797400,0
1753884000000,0.1006000,0.1023300,0.0993300,0.1011200,146604371,1753885799999,14772455.6631200,56393,72079281,7262875.0126000,0
1753885800000,0.1011200,0.1079600,0.1004400,0.1048200,400539298,1753887599999,41963511.0861500,159999,211069258,22113505.4069900,0
1753887600000,0.1048600,0.1068800,0.1027100,0.1037800,236314023,1753889399999,24727782.4452600,106759,118317060,12385793.8772600,0
1753889400000,0.1037700,0.1126400,0.1029700,0.1084000,471249583,1753891199999,51132909.8785700,208590,242766868,26342786.2762800,0
1753891200000,0.1084200,0.1177900,0.1068100,0.1147300,764360792,1753892999999,87207154.5457600,330241,383376931,43736540.6748300,0
1753893000000,0.1147200,0.1164600,0.1095300,0.1140400,443740927,1753894799999,50245706.3563800,205273,217273037,24621890.6729500,0
1753894800000,0.1140600,0.1168500,0.1121500,0.1150400,372689812,1753896599999,42729455.1228600,168852,188544889,21621308.4873100,0
1753896600000,0.1150400,0.1156000,0.1072800,0.1097200,376205274,1753898399999,41712807.7983700,164202,181685327,20165705.0802000,0
1753898400000,0.1097200,0.1125600,0.1082000,0.1092000,212375803,1753900199999,23315564.8120800,100223,106026908,11649541.0590700,0
1753900200000,0.1092100,0.1128000,0.1078000,0.1084700,277416420,1753901999999,30644212.3633700,122627,144567217,15978013.8225500,0
1753902000000,0.1085000,0.1086100,0.1035400,0.1052100,337735042,1753903799999,35773058.6202200,133804,159369632,16884688.4694200,0
1753903800000,0.1052100,0.1097800,0.1034000,0.1086000,240437467,1753905599999,25672734.0873300,106822,130990525,14008155.9990900,0
1753905600000,0.1085900,0.1108800,0.1070300,0.1091700,190835860,1753907399999,20823741.6675600,92131,94089906,10274665.6910600,0
1753907400000,0.1091400,0.1117500,0.1054600,0.1075100,239114668,1753909199999,26063795.6721100,105993,113785045,12406402.3577800,0
1753909200000,0.1075100,0.1087700,0.1053500,0.1057400,137194623,1753910999999,14685123.2911200,61995,69217264,7415703.3619700,0
1753911000000,0.1057300,0.1063100,0.1038100,0.1046600,110578314,1753912799999,11629437.2976200,55900,56135809,5908218.3113600,0
1753912800000,0.1046500,0.1048600,0.1032400,0.1037200,100992530,1753914599999,10503129.2455500,59533,49349221,5134364.3195500,0
1753914600000,0.1037200,0.1040400,0.0988300,0.1011400,180670009,1753916399999,18245554.6532200,76206,75275840,7605609.3529300,0
1753916400000,0.1011400,0.1025100,0.1000600,0.1014200,73869414,1753918199999,7487912.8714000,47888,38542573,3910003.9917500,0
1753918200000,0.1014100,0.1028000,0.1009200,0.1021900,61815794,1753919999999,6306956.8270400,38972,32264486,3291770.4931600,0
1753920000000,0.1021800,0.1022400,0.0996100,0.1017200,97771998,1753921799999,9854310.0742500,57341,42098592,4245283.9684100,0
1753921800000,0.1017100,0.1027900,0.1011300,0.1020200,60976123,1753923599999,6226994.2456100,38682,30829994,3149881.8269900,0
1753923600000,0.1020000,0.1027300,0.0989000,0.1014000,92745080,1753925399999,9332035.2118500,47392,45048863,4533523.2737900,0
1753925400000,0.1014000,0.1014700,0.0996200,0.1008800,58234929,1753927199999,5848878.0546700,30475,29758191,2988750.5464500,0
1753927200000,0.1008700,0.1012600,0.1002000,0.1003300,33234066,1753928999999,3346414.1907100,22619,14442829,1454712.3668200,0
1753929000000,0.1003400,0.1007400,0.0980000,0.0992200,83623398,1753930799999,8289061.0523800,41811,41166677,4080394.0230700,0
1753930800000,0.0992200,0.1002800,0.0990800,0.0995100,56623403,1753932599999,5644690.2515600,29299,26356498,2627392.9528400,0
1753932600000,0.0995000,0.0995100,0.0982500,0.0986700,42969635,1753934399999,4243505.2426000,24129,21248924,2098598.9972600,0
1753934400000,0.0986900,0.1002100,0.0985100,0.0992200,57531317,1753936199999,5729898.7145900,27975,29027874,2891386.4360600,0
1753936200000,0.0992100,0.1007500,0.0989000,0.0993800,49215661,1753937999999,4918175.1436300,25965,27550690,2753746.5381600,0
1753938000000,0.0993600,0.1003900,0.0988400,0.0992000,48476180,1753939799999,4838211.0528900,24608,25177634,2513154.7064900,0
1753939800000,0.0991900,0.0998000,0.0960600,0.0966400,122952540,1753941599999,11990073.1183500,43388,55455144,5411479.2661800,0
1753941600000,0.0966300,0.0967300,0.0924200,0.0937700,204954738,1753943399999,19269211.4435500,72543,90779034,8530757.7750100,0
1753943400000,0.0937600,0.0943700,0.0931000,0.0933500,61681745,1753945199999,5786313.9622400,24125,31883799,2992315.3229100,0
1753945200000,0.0933600,0.0939500,0.0918600,0.0921400,81656824,1753946999999,7584088.8717100,27565,38043076,3536428.7812000,0
1753947000000,0.0921400,0.0926800,0.0918900,0.0923300,48603240,1753948799999,4484868.7302700,18602,24207205,2234053.8821300,0
1753948800000,0.0923300,0.0930300,0.0920900,0.0924000,51222689,1753950599999,4743066.9627000,18197,28532637,2642980.7257000,0
1753950600000,0.0924000,0.0927500,0.0920900,0.0922300,31248008,1753952399999,2890230.2328400,15164,14592743,1350077.2936400,0
1753952400000,0.0922200,0.0930300,0.0905000,0.0925000,117920918,1753954199999,10824038.8758400,38077,58811840,5404677.4165100,0
1753954200000,0.0924900,0.0954000,0.0924200,0.0935500,119636488,1753955999999,11243800.2108300,40041,68153552,6404207.8445400,0
1753956000000,0.0935500,0.0945300,0.0924100,0.0930600,83559786,1753957799999,7790674.7637600,28386,38830887,3623584.6872300,0
1753957800000,0.0930600,0.0934900,0.0926200,0.0927600,46882118,1753959599999,4360142.9803600,18346,23956379,2228496.5908200,0
1753959600000,0.0927700,0.0935900,0.0927200,0.0933600,42177343,1753961399999,3926523.9021300,17770,23419334,2180483.1919700,0
1753961400000,0.0933600,0.0937400,0.0929100,0.0934800,31093065,1753963199999,2903651.3904800,14675,16295252,1522259.1461900,0
1753963200000,0.0934700,0.0956000,0.0931800,0.0945500,121336108,1753964999999,11497450.6635200,45134,65392430,6196849.3374600,0
1753965000000,0.0945400,0.0945800,0.0930300,0.0931300,47815502,1753966799999,4484624.2846700,20708,21746271,2039589.3299200,0
1753966800000,0.0931300,0.0932900,0.0908200,0.0920600,130711921,1753968599999,12001612.9344700,39334,59340725,5446330.8324100,0
1753968600000,0.0920600,0.0923500,0.0907300,0.0911300,59610260,1753970399999,5449964.9733100,22772,29824402,2727855.9381100,0
1753970400000,0.0911400,0.0916400,0.0896300,0.0912800,101057341,1753972199999,9169858.1012000,33352,48206745,4378003.2223200,0
1753972200000,0.0912800,0.0921700,0.0908900,0.0914100,65217238,1753973999999,5974104.9515000,23584,34144945,3129629.8362200,0
1753974000000,0.0913800,0.0934300,0.0904000,0.0927400,105139162,1753975799999,9688294.0758100,37142,55447502,5111877.8933900,0
1753975800000,0.0927300,0.0957700,0.0925000,0.0955900,132484770,1753977599999,12554330.3429900,46207,69109151,6546076.4618000,0
1753977600000,0.0955900,0.0984500,0.0935400,0.0967100,201115255,1753979399999,19367638.4368200,68196,104589900,10080583.9635900,0
1753979400000,0.0967100,0.0979800,0.0959000,0.0962900,93414701,1753981199999,9054069.2739800,37696,46863612,4544679.1894000,0
1753981200000,0.0962900,0.0975000,0.0958200,0.0964700,58784233,1753982999999,5676271.9325300,27335,28641772,2767172.6583100,0
1753983000000,0.0964500,0.0964600,0.0929300,0.0937500,137778494,1753984799999,12965609.9035300,42214,59600604,5607624.3654000,0
1753984800000,0.0937700,0.0943500,0.0933100,0.0934300,44489837,1753986599999,4175221.4480700,19675,23125628,2170534.3290800,0
1753986600000,0.0934400,0.0940700,0.0930400,0.0939700,36321323,1753988399999,3397873.5171100,16191,19425821,1817620.3437100,0
1753988400000,0.0939800,0.0949700,0.0937200,0.0948700,48777896,1753990199999,4602614.8482800,20130,27923861,2634933.0069200,0
1753990200000,0.0948800,0.0962800,0.0945400,0.0957700,55193105,1753991999999,5262221.7318300,21286,31635326,3016786.2604100,0
1753992000000,0.0957600,0.0958200,0.0947700,0.0952000,47469493,1753993799999,4520907.7168300,19690,21801588,2076463.8008300,0
1753993800000,0.0952100,0.1008400,0.0950800,0.0988400,189512556,1753995599999,18636860.7254200,72731,102441524,10072700.4304700,0
1753995600000,0.0988300,0.0999200,0.0955600,0.0973200,128400825,1753997399999,12531608.5290000,51199,63997541,6251438.1662900,0
1753997400000,0.0973100,0.1017700,0.0964400,0.0987200,140075331,1753999199999,13811508.9480700,54672,72121887,7103565.8590000,0
1753999200000,0.0987300,0.0989500,0.0972300,0.0978500,54468697,1754000999999,5341241.9262400,34612,28411187,2786600.3851100,0
1754001000000,0.0978600,0.1000700,0.0973200,0.0987000,50313274,1754002799999,4985690.5723700,32154,27112236,2686869.7951200,0
1754002800000,0.0987200,0.0997700,0.0958500,0.0959200,64508386,1754004599999,6288018.0180500,33349,26811256,2616644.2364900,0
1754004600000,0.0959300,0.0978400,0.0959100,0.0973400,45021797,1754006399999,4359318.1392300,24476,23039853,2233477.5363900,0
1754006400000,0.0973300,0.1012800,0.0968600,0.0978500,141250887,1754008199999,14024269.6172500,63249,66263026,6577664.6962100,0
1754008200000,0.0978200,0.0998500,0.0968100,0.0992400,77098454,1754009999999,7583591.1287200,41048,36697912,3607306.2000700,0
1754010000000,0.0992400,0.1022600,0.0969400,0.0981200,137640561,1754011799999,13652556.6912000,58762,71194171,7058626.4541100,0
1754011800000,0.0981100,0.0985800,0.0962300,0.0963000,62137162,1754013599999,6047918.2995100,32754,28926688,2815490.9305500,0
1754013600000,0.0962900,0.0982500,0.0955800,0.0961700,66530171,1754015399999,6440493.7737400,33417,31712165,3072336.6165000,0
1754015400000,0.0961700,0.0975100,0.0955000,0.0974500,46833475,1754017199999,4523082.1388000,26881,22368039,2160475.0211300,0
1754017200000,0.0974400,0.0984200,0.0961700,0.0962800,64346421,1754018999999,6263083.6302300,31273,31665344,3081366.4351600,0
1754019000000,0.0962600,0.0973900,0.0952600,0.0969000,58493060,1754020799999,5632620.8231100,24172,31302463,3012496.3939400,0
1754020800000,0.0969000,0.0991200,0.0965100,0.0986600,60220332,1754022599999,5901291.0432200,26911,26983351,2644044.8231200,0
1754022600000,0.0987100,0.0995800,0.0978600,0.0992200,47580355,1754024399999,4695195.5313900,23452,22864603,2256904.5800300,0
1754024400000,0.0992300,0.0999200,0.0976800,0.0982600,44266768,1754026199999,4380916.6113400,23684,22364432,2214823.3002800,0
1754026200000,0.0982800,0.1011100,0.0979400,0.1006500,65031339,1754027999999,6471127.4014000,28713,34963352,3481410.9113200,0
1754028000000,0.1006400,0.1022000,0.0984600,0.0990500,153420996,1754029799999,15387338.1433600,60950,76479403,7670636.3849400,0
1754029800000,0.0990500,0.1002900,0.0972900,0.0980500,95225326,1754031599999,9383841.4433200,36881,48611761,4792404.7934700,0
1754031600000,0.0980600,0.1002400,0.0979000,0.0996300,64139575,1754033399999,6360193.3081800,29069,32489743,3220990.9582700,0
1754033400000,0.0996100,0.1042600,0.0995800,0.1027700,179221655,1754035199999,18272054.9337200,72438,93522915,9541765.5793400,0
1754035200000,0.1027400,0.1051000,0.1018500,0.1043200,199653795,1754036999999,20619319.1415900,88236,110113237,11378594.7224900,0
1754037000000,0.1043100,0.1060900,0.1034700,0.1039700,187908382,1754038799999,19661857.9634600,80057,96312309,10084730.1141700,0
